,sci_name
1141,Sitta canadensis
1142,Sitta carolinensis
1143,Sitta pygmaea
1144,Sturnus vulgaris
1145,Campylorhynchus brunneicapillus
1146,Catherpes mexicanus
1147,Cistothorus palustris
1148,Cistothorus platensis
1149,Salpinctes obsoletus
1150,Thryomanes bewickii
1151,Thryothorus ludovicianus
1152,Troglodytes aedon
1153,Troglodytes troglodytes
1154,Catharus fuscescens
1155,Catharus guttatus
1156,Catharus minimus
1157,Catharus ustulatus
1158,Hylocichla mustelina
1159,Ixoreus naevius
1160,Myadestes townsendi
1161,Ridgwayia pinicola
1162,Sialia currucoides
1163,Sialia mexicana
1164,Sialia sialis
1165,Turdus grayi
1166,Turdus migratorius
1167,Turdus rufopalliatus
1168,Contopus cooperi
1169,Contopus pertinax
1170,Contopus sordidulus
1171,Contopus virens
1172,Empidonax flaviventris
1173,Empidonax hammondii
1174,Empidonax minimus
1175,Empidonax oberholseri
1176,Empidonax occidentalis
1177,Empidonax traillii
1178,Empidonax wrightii
1179,Legatus leucophaius
1180,Mitrephanes phaeocercus
1181,Myiarchus cinerascens
1182,Myiarchus crinitus
1183,Myiarchus tuberculifer
1184,Myiarchus tyrannulus
1185,Myiodynastes luteiventris
1186,Pitangus sulphuratus
1187,Pyrocephalus rubinus
1188,Sayornis nigricans
1189,Sayornis phoebe
1190,Sayornis saya
1191,Tyrannus couchii
1192,Tyrannus crassirostris
1193,Tyrannus forficatus
1194,Tyrannus melancholicus
1195,Tyrannus tyrannus
1196,Tyrannus verticalis
1197,Tyrannus vociferans
1198,Vireo atricapilla
1199,Vireo bellii
1200,Vireo cassinii
1201,Vireo flavifrons
1202,Vireo flavoviridis
1203,Vireo gilvus
1204,Vireo griseus
1205,Vireo huttoni
1206,Vireo olivaceus
1207,Vireo philadelphicus
1208,Vireo plumbeus
1209,Vireo solitarius
1210,Vireo vicinior
1211,Ardea alba
1212,Ardea herodias
1213,Botaurus lentiginosus
1214,Bubulcus ibis
1215,Butorides virescens
1216,Egretta caerulea
1217,Egretta rufescens
1218,Egretta thula
1219,Egretta tricolor
1220,Ixobrychus exilis
1221,Nyctanassa violacea
1222,Nycticorax nycticorax
1223,Pelecanus erythrorhynchos
1224,Pelecanus occidentalis
1225,Eudocimus albus
1226,Platalea ajaja
1227,Plegadis chihi
1228,Colaptes auratus
1229,Melanerpes aurifrons
1230,Melanerpes erythrocephalus
1231,Melanerpes formicivorus
1232,Melanerpes lewis
1233,Picoides scalaris
1234,Sphyrapicus nuchalis
1235,Sphyrapicus thyroideus
1236,Sphyrapicus varius
1237,Podiceps nigricollis
1238,Podilymbus podiceps
1239,Tachybaptus dominicus
1240,Aegolius acadicus
1241,Asio flammeus
1242,Asio otus
1243,Athene cunicularia
1244,Bubo virginianus
1245,Glaucidium brasilianum
1246,Glaucidium gnoma
1247,Megascops asio
1248,Megascops kennicottii
1249,Micrathene whitneyi
1250,Otus flammeolus
1251,Tyto alba
1252,Anhinga anhinga
1253,Phalacrocorax auritus
1254,Phalacrocorax brasilianus
1255,Trogon elegans
1256,Gerrhonotus infernalis
1257,Arizona elegans
1258,Bogertophis subocularis
1259,Diadophis punctatus
1260,Elaphe bairdi
1261,Elaphe emoryi
1262,Gyalopion canum
1263,Hypsiglena torquata
1264,Lampropeltis alterna
1265,Lampropeltis getula
1266,Lampropeltis triangulum
1267,Masticophis flagellum
1268,Masticophis taeniatus
1269,Nerodia erythrogaster
1270,Pituophis catenifer
1271,Rhinocheilus lecontei
1272,Salvadora grahamiae
1273,Salvadora hexalepis
1274,Sonora semiannulata
1275,Tantilla cucullata
1276,Tantilla hobartsmithi
1277,Thamnophis cyrtopsis
1278,Thamnophis marcianus
1279,Trimorphodon biscutatus
1280,Coleonyx brevis
1281,Coleonyx reticulatus
1282,Hemidactylus turcicus
1283,Anolis carolinensis
1284,Cophosaurus texanus
1285,Crotaphytus collaris
1286,Gambelia wislizenii
1287,Phrynosoma cornutum
1288,Phrynosoma modestum
1289,Sceloporus cowlesi
1290,Sceloporus magister
1291,Sceloporus merriami
1292,Sceloporus poinsettii
1293,Urosaurus ornatus
1294,Uta stansburiana
1295,Leptotyphlops dissectus
1296,Leptotyphlops humilis
1297,Eumeces obsoletus
1298,Eumeces tetragrammus
1299,Aspidoscelis inornata
1300,Aspidoscelis marmorata
1301,Aspidoscelis septemvittata
1302,Aspidoscelis tesselata
1303,Agkistrodon contortrix
1304,Crotalus atrox
1305,Crotalus lepidus
1306,Crotalus molossus
1307,Crotalus scutulatus
1308,Pseudemys gorzugi
1309,Terrapene ornata
1310,Trachemys gaigeae
1311,Trachemys scripta
1312,Kinosternon flavescens
1313,Gopherus berlandieri
1314,Apalone spinifera
1315,Bufo debilis
1316,Bufo punctatus
1317,Bufo speciosus
1318,Eleutherodactylus guttilatus
1319,Hyla arenicolor
1320,Hyla cinerea
1321,Gastrophryne olivacea
1322,Rana berlandieri
1323,Rana catesbeiana
1324,Scaphiopus couchii
1325,Spea multiplicata
1326,Odocoileus virginianus
1327,Urocyon cinereoargenteus
1328,Lynx rufus
1329,Mephitis mephitis
1330,Lutra canadensis
1331,Procyon lotor
1332,Balaena glacialis
1333,Balaenoptera borealis
1334,Balaenoptera physalus
1335,Megaptera novaeangliae
1336,Tursiops truncatus
1337,Physeter macrocephalus
1338,Eumops glaucinus
1339,Tadarida brasiliensis
1340,Lasiurus seminolus
1341,Sylvilagus palustris
1342,Neotoma floridana smalli
1343,Peromyscus gossypinus
1344,Sigmodon hispidus
1345,Mus musculus
1346,Rattus rattus
1347,Glaucomys volans
1348,Sciurus aureogaster
1349,Sciurus carolinensis
1350,Cryptotis parva
1351,Accipiter cooperii
1352,Accipiter striatus
1353,Buteo brachyurus
1354,Buteo jamaicensis
1355,Buteo lineatus
1356,Buteo platypterus
1357,Buteo swainsoni
1358,Circus cyaneus
1359,Elanoides forficatus
1360,Haliaeetus leucocephalus
1361,Cathartes aura
1362,Coragyps atratus
1363,Pandion haliaetus
1364,Aix sponsa
1365,Anas acuta
1366,Anas americana
1367,Anas discors
1368,Anas fulvigula
1369,Aythya affinis
1370,Bucephala albeola
1371,Bucephala clangula
1372,Dendrocygna bicolor
1373,Melanitta nigra
1374,Mergus serrator
1375,Somateria mollissima
1376,Chaetura pelagica
1377,Archilochus colubris
1378,Selasphorus rufus
1379,Caprimulgus carolinensis
1380,Caprimulgus vociferus
1381,Chordeiles gundlachii
1382,Chordeiles minor
1383,Charadrius melodus
1384,Charadrius semipalmatus
1385,Charadrius vociferus
1386,Charadrius wilsonia
1387,Pluvialis squatarola
1388,Haematopus palliatus
1389,Larus argentatus
1390,Larus atricilla
1391,Larus delawarensis
1392,Larus fuscus
1393,Larus marinus
1394,Larus philadelphia
1395,Larus pipixcan
1396,Rynchops niger
1397,Sterna anaethetus
1398,Sterna antillarum
1399,Sterna caspia
1400,Sterna dougallii
1401,Sterna forsteri
1402,Sterna fuscata
1403,Sterna hirundo
1404,Sterna maxima
1405,Sterna sandvicensis
1406,Himantopus mexicanus
1407,Recurvirostra americana
1408,Actitis macularius
1409,Arenaria interpres
1410,Bartramia longicauda
1411,Calidris alba
1412,Calidris alpina
1413,Calidris canutus
1414,Calidris maritima
1415,Calidris mauri
1416,Calidris minutilla
1417,Calidris pusilla
1418,Catoptrophorus semipalmatus
1419,Gallinago delicata
1420,Limnodromus griseus
1421,Limosa fedoa
1422,Numenius phaeopus
1423,Phalaropus fulicaria
1424,Tringa flavipes
1425,Tringa melanoleuca
1426,Stercorarius parasiticus
1427,Stercorarius pomarinus
1428,Mycteria americana
1429,Columba livia
1430,Columbina passerina
1431,Geotrygon chrysia
1432,Patagioenas leucocephala
1433,Streptopelia decaocto
1434,Zenaida asiatica
1435,Zenaida macroura
1436,Ceryle alcyon
1437,Coccyzus americanus
1438,Coccyzus minor
1439,Crotophaga ani
1440,Falco columbarius
1441,Falco peregrinus
1442,Falco sparverius
1443,Gavia immer
1444,Fulica americana
1445,Gallinula chloropus
1446,Porphyrio martinica
1447,Rallus longirostris
1448,Bombycilla cedrorum
1449,Cardinalis cardinalis
1450,Passerina caerulea
1451,Passerina ciris
1452,Passerina cyanea
1453,Pheucticus ludovicianus
1454,Piranga ludoviciana
1455,Piranga olivacea
1456,Piranga rubra
1457,Spiza americana
1458,Corvus ossifragus
1459,Cyanocitta cristata
1460,Ammodramus savannarum
1461,Chondestes grammacus
1462,Melospiza melodia
1463,Passerculus sandwichensis
1464,Spizella pallida
1465,Carduelis tristis
1466,Hirundo rustica
1467,Progne subis
1468,Riparia riparia
1469,Stelgidopteryx serripennis
1470,Tachycineta bicolor
1471,Agelaius phoeniceus
1472,Dolichonyx oryzivorus
1473,Euphagus carolinus
1474,Icterus galbula
1475,Molothrus ater
1476,Molothrus bonariensis
1477,Quiscalus major
1478,Quiscalus quiscula
1479,Lanius ludovicianus
1480,Dumetella carolinensis
1481,Mimus gundlachii
1482,Mimus polyglottos
1483,Toxostoma rufum
1484,Anthus rubescens
1485,Dendroica caerulescens
1486,Dendroica coronata
1487,Dendroica discolor
1488,Dendroica dominica
1489,Dendroica fusca
1490,Dendroica magnolia
1491,Dendroica nigrescens
1492,Dendroica palmarum
1493,Dendroica petechia
1494,Dendroica pinus
1495,Dendroica striata
1496,Dendroica tigrina
1497,Dendroica townsendi
1498,Dendroica virens
1499,Geothlypis trichas
1500,Helmitheros vermivorum
1501,Icteria virens
1502,Limnothlypis swainsonii
1503,Mniotilta varia
1504,Oporornis agilis
1505,Parula americana
1506,Protonotaria citrea
1507,Seiurus aurocapilla
1508,Seiurus motacilla
1509,Seiurus noveboracensis
1510,Setophaga ruticilla
1511,Vermivora celata
1512,Vermivora peregrina
1513,Wilsonia canadensis
1514,Wilsonia citrina
1515,Passer domesticus
1516,Polioptila caerulea
1517,Regulus calendula
1518,Acridotheres tristis
1519,Gracula religiosa
1520,Sturnus vulgaris
1521,Spindalis zena
1522,Thryothorus ludovicianus
1523,Troglodytes aedon
1524,Catharus fuscescens
1525,Catharus minimus
1526,Catharus ustulatus
1527,Turdus migratorius
1528,Contopus virens
1529,Empidonax minimus
1530,Myiarchus crinitus
1531,Myiarchus sagrae
1532,Sayornis phoebe
1533,Tyrannus dominicensis
1534,Tyrannus tyrannus
1535,Tyrannus verticalis
1536,Vireo altiloquus
1537,Vireo bellii
1538,Vireo flavifrons
1539,Vireo griseus
1540,Vireo olivaceus
1541,Vireo solitarius
1542,Ardea alba
1543,Ardea herodias
1544,Bubulcus ibis
1545,Butorides virescens
1546,Egretta caerulea
1547,Egretta rufescens
1548,Egretta thula
1549,Egretta tricolor
1550,Nyctanassa violacea
1551,Nycticorax nycticorax
1552,Pelecanus erythrorhynchos
1553,Pelecanus occidentalis
1554,Eudocimus albus
1555,Eudocimus ruber
1556,Platalea ajaja
1557,Plegadis falcinellus
1558,Phaethon aethereus
1559,Phaethon lepturus
1560,Phoenicopterus ruber
1561,Colaptes auratus
1562,Dryocopus pileatus
1563,Melanerpes carolinus
1564,Sphyrapicus varius
1565,Podiceps auritus
1566,Podilymbus podiceps
1567,Calonectris diomedea
1568,Puffinus lherminieri
1569,Puffinus puffinus
1570,Athene cunicularia
1571,Megascops asio
1572,Tyto alba
1573,Anhinga anhinga
1574,Fregata magnificens
1575,Phalacrocorax auritus
1576,Morus bassanus
1577,Sula dactylatra
1578,Sula leucogaster
1579,Alligator mississipiensis
1580,Crocodylus acutus
1581,Coluber constrictor paludicola
1582,Diadophis punctatus punctatus
1583,Drymarchon corais couperi
1584,Elaphe guttata guttata
1585,Elaphe obsoleta quadrivittata
1586,Nerodia clarkii compressicauda
1587,Nerodia fasciata pictiventris
1588,Opheodrys aestivus
1589,Micrurus fulvius
1590,Hemidactylus garnotii
1591,Hemidactylus mabouia
1592,Hemidactylus turcicus
1593,Anolis carolinensis
1594,Anolis sagrei
1595,Eumeces egregius
1596,Eumeces inexpectatus
1597,Scincella lateralis
1598,Sphaerodactylus notatus notatus
1599,Cnemidophorus sexlineatus
1600,Ramphotyphlops raminus
1601,Crotalus adamanteus
1602,Sistrurus miliarius barbouri
1603,Caretta caretta
1604,Chelonia mydas
1605,Eretmochelys imbricata
1606,Lepidochelys kempii
1607,Dermochelys coriacea
1608,Malaclemys terrapin rhizophorarum
1609,Terrapene carolina bauri
1610,Kinosternon baurii
1611,Bufo marinus
1612,Bufo terrestris
1613,Eleutherodactylus planirostris planirostris
1614,Hyla cinerea
1615,Hyla squirella
1616,Osteopilus septentrionalis
1617,Gastrophryne carolinensis
1618,Rana sphenocephala
1619,Ovis canadensis
1620,Cervus canadensis
1621,Odocoileus hemionus
1622,Canis latrans
1623,Urocyon cinereoargenteus
1624,Vulpes vulpes
1625,Lynx rufus
1626,Puma concolor
1627,Mephitis mephitis
1628,Lontra canadensis
1629,Mustela frenata
1630,Mustela vison
1631,Taxidea taxus
1632,Bassariscus astutus
1633,Procyon lotor
1634,Ursus americanus
1635,Nyctinomops macrotis
1636,Antrozous pallidus
1637,Corynorhinus townsendii
1638,Eptesicus fuscus
1639,Euderma maculatum
1640,Lasionycteris noctivagans
1641,Lasiurus cinereus
1642,Myotis ciliolabrum
1643,Myotis evotis
1644,Myotis lucifugus
1645,Myotis thysanodes
1646,Myotis volans
1647,Myotis yumanensis
1648,Pipistrellus hesperus
1649,Lepus townsendii
1650,Sylvilagus nuttallii
1651,Castor canadensis
1652,Microtus longicaudus
1653,Microtus montanus
1654,Neotoma cinerea
1655,Peromyscus boylii
1656,Peromyscus crinitus
1657,Peromyscus maniculatus
1658,Peromyscus truei
1659,Erethizon dorsatum
1660,Thomomys talpoides
1661,Marmota flaviventris
1662,Neotamias minimus
1663,Neotamias rufus
1664,Spermophilus lateralis
1665,Spermophilus variegatus
1666,Tamiasciurus hudsonicus
1667,Sorex cinereus
1668,Sorex preblei
1669,Accipiter cooperii
1670,Accipiter gentilis
1671,Accipiter striatus
1672,Aquila chrysaetos
1673,Buteo jamaicensis
1674,Buteo swainsoni
1675,Circus cyaneus
1676,Haliaeetus leucocephalus
1677,Cathartes aura
1678,Pandion haliaetus
1679,Anas americana
1680,Anas platyrhynchos
1681,Branta canadensis
1682,Bucephala clangula
1683,Bucephala islandica
1684,Lophodytes cucullatus
1685,Mergus merganser
1686,Aeronautes saxatalis
1687,Archilochus alexandri
1688,Selasphorus platycercus
1689,Selasphorus rufus
1690,Chordeiles minor
1691,Phalaenoptilus nuttallii
1692,Charadrius vociferus
1693,Actitis macularius
1694,Columba livia
1695,Patagioenas fasciata
1696,Zenaida macroura
1697,Megaceryle alcyon
1698,Falco columbarius
1699,Falco mexicanus
1700,Falco peregrinus
1701,Falco sparverius
1702,Alectoris chukar
1703,Centrocercus minimus
1704,Dendragapus obscurus
1705,Meleagris gallopavo
1706,Phasianus colchicus
1707,Grus canadensis
1708,Psaltriparus minimus
1709,Eremophila alpestris
1710,Passerina amoena
1711,Passerina caerulea
1712,Passerina cyanea
1713,Pheucticus melanocephalus
1714,Piranga ludoviciana
1715,Certhia americana
1716,Cinclus mexicanus
1717,Aphelocoma californica
1718,Corvus brachyrhynchos
1719,Corvus corax
1720,Cyanocitta stelleri
1721,Gymnorhinus cyanocephalus
1722,Nucifraga columbiana
1723,Pica hudsonia
1724,Amphispiza bilineata
1725,Chondestes grammacus
1726,Junco hyemalis
1727,Melospiza melodia
1728,Pipilo chlorurus
1729,Pipilo maculatus
1730,Pooecetes gramineus
1731,Spizella breweri
1732,Spizella passerina
1733,Zonotrichia leucophrys
1734,Carpodacus cassinii
1735,Carpodacus mexicanus
1736,Coccothraustes vespertinus
1737,Leucosticte atrata
1738,Leucosticte tephrocotis
1739,Loxia curvirostra
1740,Spinus pinus
1741,Spinus psaltria
1742,Spinus tristis
1743,Hirundo rustica
1744,Petrochelidon pyrrhonota
1745,Tachycineta bicolor
1746,Tachycineta thalassina
1747,Agelaius phoeniceus
1748,Euphagus cyanocephalus
1749,Icterus bullockii
1750,Molothrus ater
1751,Sturnella neglecta
1752,Lanius ludovicianus
1753,Dumetella carolinensis
1754,Mimus polyglottos
1755,Oreoscoptes montanus
1756,Toxostoma rufum
1757,Baeolophus ridgwayi
1758,Poecile atricapillus
1759,Poecile gambeli
1760,Cardellina pusilla
1761,Geothlypis tolmiei
1762,Icteria virens
1763,Oreothlypis celata
1764,Oreothlypis virginiae
1765,Setophaga coronata
1766,Setophaga nigrescens
1767,Setophaga petechia
1768,Setophaga townsendi
1769,Passer domesticus
1770,Polioptila caerulea
1771,Regulus calendula
1772,Sitta canadensis
1773,Sitta carolinensis
1774,Sitta pygmaea
1775,Sturnus vulgaris
1776,Catherpes mexicanus
1777,Salpinctes obsoletus
1778,Thryomanes bewickii
1779,Troglodytes aedon
1780,Catharus guttatus
1781,Catharus ustulatus
1782,Myadestes townsendi
1783,Sialia currucoides
1784,Sialia mexicana
1785,Turdus migratorius
1786,Contopus cooperi
1787,Contopus sordidulus
1788,Empidonax hammondii
1789,Empidonax oberholseri
1790,Empidonax occidentalis
1791,Empidonax wrightii
1792,Myiarchus cinerascens
1793,Sayornis saya
1794,Tyrannus verticalis
1795,Vireo gilvus
1796,Vireo solitarius
1797,Vireo vicinior
1798,Ardea herodias
1799,Colaptes auratus
1800,Melanerpes lewis
1801,Picoides pubescens
1802,Picoides villosus
1803,Sphyrapicus nuchalis
1804,Sphyrapicus thyroideus
1805,Aegolius acadicus
1806,Asio otus
1807,Bubo virginianus
1808,Glaucidium gnoma
1809,Otus flammeolus
1810,Tyto alba
1811,Opheodrys vernalis
1812,Pituophis catenifer
1813,Thamnophis elegans
1814,Crotaphytus collaris
1815,Phrynosoma hernandesi
1816,Sceloporus graciosus
1817,Sceloporus tristichus
1818,Urosaurus ornatus
1819,Cnemidophorus velox
1820,Ambystoma tigrinum
1821,Antilocapra americana
1822,Oreamnos americanus
1823,Ovis canadensis
1824,Cervus canadensis
1825,Odocoileus hemionus
1826,Canis latrans
1827,Urocyon cinereoargenteus
1828,Vulpes vulpes
1829,Lynx rufus
1830,Puma concolor
1831,Mephitis mephitis
1832,Spilogale gracilis
1833,Mustela frenata
1834,Taxidea taxus
1835,Bassariscus astutus
1836,Ursus americanus
1837,Antrozous pallidus
1838,Eptesicus fuscus
1839,Euderma maculatum
1840,Lasionycteris noctivagans
1841,Lasiurus cinereus
1842,Myotis californicus
1843,Myotis ciliolabrum
1844,Myotis evotis
1845,Myotis lucifugus
1846,Myotis thysanodes
1847,Myotis volans
1848,Myotis yumanensis
1849,Lepus californicus
1850,Lepus townsendii
1851,Sylvilagus nuttallii
1852,Lemmiscus curtatus
1853,Microtus longicaudus
1854,Microtus montanus
1855,Neotoma cinerea
1856,Neotoma lepida
1857,Peromyscus boylii
1858,Peromyscus crinitus
1859,Peromyscus maniculatus
1860,Peromyscus truei
1861,Reithrodontomys megalotis
1862,Thomomys talpoides
1863,Dipodomys ordii
1864,Perognathus parvus
1865,Cynomys parvidens
1866,Glaucomys sabrinus
1867,Marmota flaviventris
1868,Neotamias dorsalis
1869,Neotamias minimus
1870,Neotamias umbrinus
1871,Spermophilus lateralis
1872,Spermophilus variegatus
1873,Tamiasciurus hudsonicus
1874,Sorex merriami
1875,Sorex monticolus
1876,Sorex nanus
1877,Accipiter cooperii
1878,Accipiter gentilis
1879,Accipiter striatus
1880,Aquila chrysaetos
1881,Buteo jamaicensis
1882,Buteo lagopus
1883,Buteo swainsoni
1884,Circus cyaneus
1885,Haliaeetus leucocephalus
1886,Cathartes aura
1887,Gymnogyps californianus
1888,Pandion haliaetus
1889,Anas acuta
1890,Anas americana
1891,Anas crecca
1892,Anas cyanoptera
1893,Anas discors
1894,Anas platyrhynchos
1895,Branta canadensis
1896,Mergus merganser
1897,Oxyura jamaicensis
1898,Aeronautes saxatalis
1899,Archilochus alexandri
1900,Selasphorus platycercus
1901,Selasphorus rufus
1902,Stellula calliope
1903,Chordeiles minor
1904,Phalaenoptilus nuttallii
1905,Charadrius vociferus
1906,Pluvialis squatarola
1907,Larus delawarensis
1908,Actitis macularius
1909,Calidris minutilla
1910,Limnodromus scolopaceus
1911,Numenius americanus
1912,Phalaropus tricolor
1913,Tringa melanoleuca
1914,Patagioenas fasciata
1915,Zenaida macroura
1916,Falco columbarius
1917,Falco mexicanus
1918,Falco peregrinus
1919,Falco sparverius
1920,Callipepla gambelii
1921,Dendragapus obscurus
1922,Meleagris gallopavo
1923,Fulica americana
1924,Psaltriparus minimus
1925,Eremophila alpestris
1926,Bombycilla cedrorum
1927,Passerina amoena
1928,Pheucticus melanocephalus
1929,Piranga ludoviciana
1930,Certhia americana
1931,Aphelocoma californica
1932,Corvus brachyrhynchos
1933,Corvus corax
1934,Cyanocitta stelleri
1935,Gymnorhinus cyanocephalus
