,sci_name
8471,Vermivora celata
8472,Vermivora crissalis
8473,Vermivora ruficapilla
8474,Vermivora virginiae
8475,Wilsonia citrina
8476,Wilsonia pusilla
8477,Passer domesticus
8478,Polioptila caerulea
8479,Polioptila melanura
8480,Phainopepla nitens
8481,Regulus calendula
8482,Regulus satrapa
8483,Auriparus flaviceps
8484,Sitta canadensis
8485,Sitta carolinensis
8486,Sitta pygmaea
8487,Sturnus vulgaris
8488,Campylorhynchus brunneicapillus
8489,Catherpes mexicanus
8490,Cistothorus palustris
8491,Salpinctes obsoletus
8492,Thryomanes bewickii
8493,Thryothorus ludovicianus
8494,Troglodytes aedon
8495,Troglodytes troglodytes
8496,Catharus guttatus
8497,Catharus ustulatus
8498,Ixoreus naevius
8499,Myadestes townsendi
8500,Sialia currucoides
8501,Sialia mexicana
8502,Sialia sialis
8503,Turdus migratorius
8504,Contopus cooperi
8505,Contopus pertinax
8506,Contopus sordidulus
8507,Empidonax difficilis
8508,Empidonax hammondii
8509,Empidonax oberholseri
8510,Empidonax occidentalis
8511,Empidonax wrightii
8512,Myiarchus cinerascens
8513,Pyrocephalus rubinus
8514,Sayornis nigricans
8515,Sayornis saya
8516,Tyrannus verticalis
8517,Tyrannus vociferans
8518,Vireo cassinii
8519,Vireo flavifrons
8520,Vireo gilvus
8521,Vireo huttoni
8522,Vireo olivaceus
8523,Vireo plumbeus
8524,Vireo solitarius
8525,Vireo vicinior
8526,Ardea alba
8527,Ardea herodias
8528,Bubulcus ibis
8529,Egretta thula
8530,Colaptes auratus
8531,Melanerpes formicivorus
8532,Melanerpes lewis
8533,Picoides pubescens
8534,Picoides scalaris
8535,Picoides villosus
8536,Sphyrapicus nuchalis
8537,Sphyrapicus thyroideus
8538,Sphyrapicus varius
8539,Aegolius acadicus
8540,Athene cunicularia
8541,Bubo virginianus
8542,Glaucidium gnoma
8543,Megascops kennicottii
8544,Micrathene whitneyi
8545,Otus flammeolus
8546,Strix occidentalis lucida
8547,Arizona elegans
8548,Bogertophis subocularis
8549,Diadophis punctatus
8550,Elaphe emoryi
8551,Gyalopion canum
8552,Heterodon nasicus
8553,Hypsiglena torquata
8554,Lampropeltis alterna
8555,Masticophis flagellum
8556,Masticophis taeniatus
8557,Pituophis catenifer
8558,Rhinocheilus lecontei
8559,Salvadora grahamiae
8560,Sonora semiannulata
8561,Tantilla hobartsmithi
8562,Thamnophis cyrtopsis
8563,Coleonyx brevis
8564,Cophosaurus texanus
8565,Crotaphytus collaris
8566,Gambelia wislizenii
8567,Holbrookia maculata
8568,Phrynosoma cornutum
8569,Phrynosoma hernandesi
8570,Phrynosoma modestum
8571,Sceloporus cowlesi
8572,Sceloporus poinsettii
8573,Urosaurus ornatus
8574,Uta stansburiana
8575,Leptotyphlops dissectus
8576,Leptotyphlops humilis
8577,Eumeces multivirgatus
8578,Eumeces obsoletus
8579,Aspidoscelis exsanguis
8580,Aspidoscelis inornata
8581,Aspidoscelis marmorata
8582,Aspidoscelis tesselata
8583,Aspidoscelis tigris
8584,Crotalus atrox
8585,Crotalus lepidus
8586,Crotalus molossus
8587,Crotalus viridis
8588,Terrapene ornata
8589,Kinosternon flavescens
8590,Bufo cognatus
8591,Bufo debilis
8592,Bufo punctatus
8593,Bufo speciosus
8594,Rana berlandieri
8595,Scaphiopus couchii
8596,Spea bombifrons
8597,Spea multiplicata
8598,Ambystoma tigrinum
8599,Bos taurus
8600,Capra hircus
8601,Axis axis
8602,Sus scrofa
8603,Canis familiaris
8604,Felis silvestris
8605,Herpestes javanicus
8606,Monachus schauinslandi
8607,Lasiurus cinereus semotus
8608,Mus musculus
8609,Rattus exulans
8610,Rattus norvegicus
8611,Rattus rattus
8612,Branta sandvicensis
8613,Pluvialis fulva
8614,Anous minutus melanogenys
8615,Arenaria interpres
8616,Heteroscelus incanus
8617,Columba livia
8618,Geopelia striata
8619,Streptopelia chinensis
8620,Alectoris chukar
8621,Phasianus colchicus
8622,Alauda arvensis
8623,Cardinalis cardinalis
8624,Horornis diphone
8625,Lonchura malabarica
8626,Lonchura punctulata
8627,Chlorodrepanis virens wilsoni
8628,Drepanis coccinea
8629,Haemorhous mexicanus
8630,Hemignathus lucidus affinis
8631,Himatione sanguinea
8632,Loxops ochraceus
8633,Palmeria dolei
8634,Paroreomyza montana newtoni
8635,Pseudonestor xanthophrys
8636,Garrulax canorus
8637,Leiothrix lutea
8638,Mimus polyglottos
8639,Passer domesticus
8640,Acridotheres tristis
8641,Zosterops japonicus
8642,Bubulcus ibis
8643,Nycticorax nycticorax
8644,Phaethon lepturus
8645,Oceanodroma castro
8646,Pterodroma sandwichensis
8647,Puffinus auricularis newelli
8648,Asio flammeus sandwichensis
8649,Tyto alba
8650,Fregata minor
8651,Gehyra mutilata
8652,Hemidactylus frenatus
8653,Hemidactylus garnotii
8654,Hemiphyllodactylus typus
8655,Lepidodactylus lugubris
8656,Cryptoblepharus poecilopleurus
8657,Lampropholis delicata
8658,Ramphotyphlops braminus
8659,Chelonia mydas
8660,Bufo marinus
8661,Rana catesbeiana
8662,Rana rugosa
8663,Bos taurus
8664,Capra hircus
8665,Ovis aries
8666,Ovis musimon
8667,Sus scrofa
8668,Canis familiaris
8669,Felis silvestris
8670,Herpestes auropunctatus
8671,Monachus schauinslandi
8672,Lasiurus cinereus semotus
8673,Mus musculus
8674,Rattus exulans
8675,Rattus norvegicus
8676,Rattus rattus
8677,Buteo solitarius
8678,Branta sandvicensis
8679,Pluvialis fulva
8680,Anous minutus melanogenys
8681,Chroicocephalus philadelphia
8682,Gygis alba rothschildi
8683,Onychoprion fuscatus
8684,Arenaria interpres
8685,Calidris alba
8686,Numenius tahitiensis
8687,Tringa incana
8688,Columba livia
8689,Geopelia striata
8690,Streptopelia chinensis
8691,Falco peregrinus
8692,Numida meleagris
8693,Callipepla californica
8694,Alectoris chukar
8695,Coturnix japonica
8696,Francolinus erckelii
8697,Lophura leucomelanos
8698,Meleagris gallopavo
8699,Pavo cristatus
8700,Phasianus colchicus
8701,Phasianus versicolor
8702,Alauda arvensis
8703,Cardinalis cardinalis
8704,Horornis diphone
8705,Estrilda astrild
8706,Estrilda caerulescens
8707,Euodice cantans
8708,Lonchura oryzivora
8709,Lonchura punctulata
8710,Chlorodrepanis virens virens
8711,Crithagra mozambica
8712,Drepanis coccinea
8713,Haemorhous mexicanus
8714,Hemignathus wilsoni
8715,Himatione sanguinea
8716,Loxops coccineus
8717,Loxops mana
8718,Garrulax canorus
8719,Leiothrix lutea
8720,Mimus polyglottos
8721,Chasiempis sandwichensis
8722,Passer domesticus
8723,Acridotheres tristis
8724,Paroaria capitata
8725,Sicalis flaveola
8726,Myadestes obscurus
8727,Zosterops japonicus
8728,Bubulcus ibis
8729,Nycticorax nycticorax
8730,Phaethon lepturus dorotheae
8731,Phaethon rubricauda
8732,Oceanodroma castro
8733,Pterodroma sandwichensis
8734,Puffinus auricularis newelli
8735,Puffinus pacificus
8736,Asio flammeus sandwichensis
8737,Tyto alba
8738,Fregata minor palmerstoni
8739,Chamaeleo jacksonii
8740,Gehyra mutilata
8741,Hemidactylus frenatus
8742,Hemidactylus garnotii
8743,Hemiphyllodactylus typus
8744,Lepidodactylus lugubris
8745,Cryptoblepharus poecilopleurus
8746,Lampropholis delicata
8747,Ramphotyphlops braminus
8748,Chelonia mydas
8749,Eretmochelys imbricata
8750,Bufo marinus
8751,Eleutherodactylus coqui
8752,Rana catesbeiana
8753,Rana rugosa
8754,Urocyon cinereoargenteus
8755,Vulpes vulpes
8756,Lynx rufus
8757,Mephitis mephitis
8758,Lontra canadensis
8759,Mustela vison
8760,Procyon lotor
8761,Ursus americanus
8762,Tadarida brasiliensis
8763,Eptesicus fuscus
8764,Lasionycteris noctivagans
8765,Lasiurus borealis
8766,Lasiurus cinereus
8767,Myotis austroriparius
8768,Myotis lucifugus
8769,Myotis septentrionalis
8770,Nycticeius humeralis
8771,Pipistrellus subflavus
8772,Dasypus novemcinctus
8773,Didelphis virginiana
8774,Sylvilagus floridanus
8775,Castor canadensis
8776,Neotoma floridana
8777,Ochrotomys nuttalli
8778,Ondatra zibethicus
8779,Peromyscus attwateri
8780,Peromyscus leucopus
8781,Sigmodon hispidus
8782,Mus musculus
8783,Rattus norvegicus
8784,Glaucomys volans
8785,Marmota monax
8786,Sciurus carolinensis
8787,Tamias striatus
8788,Blarina brevicauda
8789,Blarina carolinensis
8790,Cryptotis parva
8791,Scalopus aquaticus
8792,Accipiter striatus
8793,Aquila chrysaetos
8794,Buteo jamaicensis
8795,Buteo lineatus
8796,Buteo platypterus
8797,Haliaeetus leucocephalus
8798,Cathartes aura
8799,Coragyps atratus
8800,Pandion haliaetus
8801,Anas crecca
8802,Branta canadensis
8803,Chen caerulescens
8804,Chaetura pelagica
8805,Archilochus colubris
8806,Caprimulgus carolinensis
8807,Caprimulgus vociferus
8808,Chordeiles minor
8809,Charadrius vociferus
8810,Scolopax minor
8811,Columba fasciata
8812,Zenaida macroura
8813,Ceryle alcyon
8814,Coccyzus americanus
8815,Geococcyx californianus
8816,Falco sparverius
8817,Colinus virginianus
8818,Meleagris gallopavo
8819,Bombycilla cedrorum
8820,Cardinalis cardinalis
8821,Guiraca caerulea
8822,Passerina cyanea
8823,Pheucticus ludovicianus
8824,Piranga rubra
8825,Certhia americana
8826,Corvus brachyrhynchos
8827,Corvus ossifragus
8828,Cyanocitta cristata
8829,Junco hyemalis
8830,Passerella iliaca
8831,Pipilo erythrophthalmus
8832,Spizella passerina
8833,Spizella pusilla
8834,Zonotrichia albicollis
8835,Zonotrichia leucophrys
8836,Carduelis pinus
8837,Carduelis tristis
8838,Carpodacus purpureus
8839,Hirundo rustica
8840,Progne subis
8841,Icterus galbula
8842,Icterus spurius
8843,Molothrus ater
8844,Quiscalus quiscula
8845,Dumetella carolinensis
8846,Mimus polyglottos
8847,Toxostoma rufum
8848,Dendroica castanea
8849,Dendroica coronata
8850,Dendroica dominica
8851,Dendroica fusca
8852,Dendroica magnolia
8853,Dendroica pensylvanica
8854,Dendroica petechia
8855,Dendroica pinus
8856,Dendroica virens
8857,Geothlypis trichas
8858,Helmitheros vermivorus
8859,Icteria virens
8860,Mniotilta varia
8861,Oporornis formosus
8862,Seiurus motacilla
8863,Setophaga ruticilla
8864,Vermivora peregrina
8865,Vermivora pinus
8866,Vermivora ruficapilla
8867,Passer domesticus
8868,Polioptila caerulea
8869,Regulus calendula
8870,Regulus satrapa
8871,Sitta canadensis
8872,Sitta carolinensis
8873,Sturnus vulgaris
8874,Thryothorus ludovicianus
8875,Troglodytes troglodytes
8876,Catharus guttatus
8877,Hylocichla mustelina
8878,Sialia sialis
8879,Turdus migratorius
8880,Contopus virens
8881,Myiarchus crinitus
8882,Sayornis phoebe
8883,Tyrannus tyrannus
8884,Vireo griseus
8885,Vireo olivaceus
8886,Ardea herodias
8887,Egretta caerulea
8888,Colaptes auratus
8889,Dryocopus pileatus
8890,Melanerpes carolinus
8891,Melanerpes erythrocephalus
8892,Picoides pubescens
8893,Picoides villosus
8894,Sphyrapicus varius
8895,Bubo virginianus
8896,Otus asio
8897,Strix varia
8898,Carphophis vermis
8899,Heterodon platyrhinos
8900,Lampropeltis getula holbrooki
8901,Nerodia erythrogaster flavigaster
8902,Nerodia sipedon pleuralis
8903,Opheodrys aestivus
8904,Storeria dekayi wrightorum
8905,Storeria occipitomaculata occipitomaculata
8906,Tantilla gracilis
8907,Thamnophis sirtalis sirtalis
8908,Anolis carolinensis
8909,Cnemidophorus sexlineatus viridis
8910,Agkistrodon contortrix contortrix
8911,Agkistrodon piscivorus leucostoma
8912,Chelydra serpentina serpentina
8913,Pseudemys concinna
8914,Trachemys scripta elegans
8915,Sternotherus odoratus
8916,Bufo americanus charlesmithi
8917,Bufo woodhousii fowleri
8918,Acris crepitans blanchardi
8919,Hyla chrysoscelis
8920,Hyla cinerea
8921,Pseudacris crucifer crucifer
8922,Pseudacris triseriata feriarum
8923,Gastrophryne carolinensis
8924,Rana catesbeiana
8925,Rana clamitans melanota
8926,Rana sphenocephala
8927,Ambystoma maculatum
8928,Desmognathus brimleyorum
8929,Alces alces
8930,Canis lupus
8931,Vulpes vulpes
8932,Lontra canadensis
8933,Martes americana
8934,Mustela erminea
8935,Mustela vison
8936,Eptesicus fuscus
8937,Lasionycteris noctivagans
8938,Lasiurus borealis
8939,Lasiurus cinereus
8940,Myotis lucifugus
8941,Myotis septentrionalis
8942,Lepus americanus
8943,Castor canadensis
8944,Ondatra zibethicus
8945,Peromyscus maniculatus
8946,Tamiasciurus hudsonicus regalis
8947,Accipiter cooperii
8948,Accipiter gentilis
8949,Accipiter striatus
8950,Aquila chrysaetos
8951,Buteo jamaicensis
8952,Buteo lagopus
8953,Buteo lineatus
8954,Buteo platypterus
8955,Circus cyaneus
8956,Haliaeetus leucocephalus
8957,Ictinia mississippiensis
8958,Cathartes aura
8959,Pandion haliaetus
8960,Aix sponsa
8961,Anas acuta
8962,Anas americana
8963,Anas clypeata
8964,Anas crecca
8965,Anas discors
8966,Anas platyrhynchos
8967,Anas rubripes
8968,Anas rubripes X platyrhynchos
8969,Anas strepera
8970,Anser albifrons
8971,Aythya affinis
8972,Aythya americana
8973,Aythya collaris
8974,Aythya marila
8975,Aythya valisineria
8976,Branta canadensis
8977,Bucephala albeola
8978,Bucephala clangula
8979,Chen caerulescens
8980,Clangula hyemalis
8981,Cygnus columbianus
8982,Cygnus olor
8983,Histrionicus histrionicus
8984,Lophodytes cucullatus
8985,Melanitta fusca
8986,Melanitta nigra
8987,Melanitta perspicillata
8988,Mergus merganser
8989,Mergus serrator
8990,Oxyura jamaicensis
8991,Chaetura pelagica
8992,Archilochus colubris
8993,Caprimulgus vociferus
8994,Chordeiles minor
8995,Charadrius semipalmatus
8996,Charadrius vociferus
8997,Pluvialis dominica
8998,Pluvialis squatarola
8999,Chlidonias niger
9000,Larus argentatus
9001,Larus delawarensis
9002,Larus glaucoides
9003,Larus hyperboreus
9004,Larus philadelphia
9005,Sterna caspia
9006,Sterna hirundo
9007,Actitis macularia
9008,Arenaria interpres
9009,Calidris alba
9010,Calidris alpina
9011,Calidris bairdii
9012,Calidris fuscicollis
9013,Calidris melanotos
9014,Calidris minutilla
9015,Calidris pusilla
9016,Gallinago gallinago
9017,Limnodromus griseus
9018,Limnodromus scolopaceus
9019,Limosa fedoa
9020,Limosa haemastica
9021,Numenius phaeopus
9022,Phalaropus lobatus
9023,Scolopax minor
9024,Tringa flavipes
9025,Tringa melanoleuca
9026,Tringa solitaria
9027,Stercorarius longicaudus
9028,Columba livia
9029,Zenaida macroura
9030,Ceryle alcyon
9031,Coccyzus americanus
9032,Coccyzus erythropthalmus
9033,Falco columbarius
9034,Falco peregrinus
9035,Falco rusticolus
9036,Falco sparverius
9037,Gavia immer
9038,Gavia stellata
9039,Grus canadensis
9040,Fulica americana
9041,Porzana carolina
9042,Rallus limicola
9043,Eremophila alpestris
9044,Bombycilla cedrorum
9045,Calcarius lapponicus
9046,Calcarius pictus
9047,Plectrophenax nivalis
9048,Cardinalis cardinalis
9049,Passerina cyanea
9050,Pheucticus ludovicianus
9051,Piranga olivacea
9052,Certhia americana
9053,Corvus brachyrhynchos
9054,Corvus corax
9055,Cyanocitta cristata
9056,Perisoreus canadensis
9057,Pica hudsonia
9058,Ammodramus leconteii
9059,Junco hyemalis
9060,Melospiza georgiana
9061,Melospiza lincolnii
9062,Melospiza melodia
9063,Passerculus sandwichensis
9064,Passerella iliaca
9065,Pipilo erythrophthalmus
9066,Pooecetes gramineus
9067,Spizella arborea
9068,Spizella pallida
9069,Spizella passerina
9070,Spizella pusilla
9071,Zonotrichia albicollis
9072,Zonotrichia leucophrys
9073,Zonotrichia querula
9074,Carduelis flammea
9075,Carduelis pinus
9076,Carduelis tristis
9077,Carpodacus purpureus
9078,Coccothraustes vespertinus
9079,Loxia curvirostra
9080,Loxia leucoptera
9081,Pinicola enucleator
9082,Hirundo rustica
9083,Petrochelidon pyrrhonota
9084,Riparia riparia
9085,Stelgidopteryx serripennis
9086,Tachycineta bicolor
9087,Agelaius phoeniceus
9088,Dolichonyx oryzivorus
9089,Euphagus carolinus
9090,Euphagus cyanocephalus
9091,Icterus galbula
9092,Molothrus ater
9093,Quiscalus quiscula
9094,Sturnella magna
9095,Xanthocephalus xanthocephalus
9096,Lanius excubitor
9097,Lanius ludovicianus
9098,Dumetella carolinensis
9099,Mimus polyglottos
9100,Toxostoma rufum
9101,Anthus rubescens
9102,Poecile atricapillus
9103,Poecile hudsonica
9104,Dendroica caerulescens
9105,Dendroica castanea
9106,Dendroica cerulea
9107,Dendroica coronata
9108,Dendroica fusca
9109,Dendroica kirtlandii
9110,Dendroica magnolia
9111,Dendroica palmarum
9112,Dendroica pensylvanica
9113,Dendroica petechia
9114,Dendroica pinus
9115,Dendroica striata
9116,Dendroica tigrina
9117,Dendroica virens
9118,Geothlypis trichas
9119,Mniotilta varia
9120,Oporornis agilis
9121,Oporornis philadelphia
9122,Parula americana
9123,Seiurus aurocapillus
9124,Seiurus noveboracensis
9125,Setophaga ruticilla
9126,Vermivora celata
9127,Vermivora chrysoptera
9128,Vermivora peregrina
9129,Vermivora ruficapilla
9130,Wilsonia canadensis
9131,Wilsonia pusilla
9132,Passer domesticus
9133,Regulus calendula
9134,Regulus satrapa
9135,Sitta canadensis
9136,Sitta carolinensis
9137,Sturnus vulgaris
9138,Cistothorus palustris
9139,Cistothorus platensis
9140,Troglodytes aedon
9141,Troglodytes troglodytes
9142,Catharus fuscescens
9143,Catharus guttatus
9144,Catharus minimus
9145,Catharus ustulatus
9146,Hylocichla mustelina
9147,Sialia sialis
9148,Turdus migratorius
9149,Contopus cooperi
9150,Contopus sordidulus
9151,Contopus virens
9152,Empidonax alnorum
9153,Empidonax flaviventris
9154,Empidonax minimus
9155,Empidonax traillii
9156,Myiarchus crinitus
9157,Sayornis phoebe
9158,Tyrannus tyrannus
9159,Tyrannus verticalis
9160,Vireo flavifrons
9161,Vireo gilvus
9162,Vireo griseus
9163,Vireo olivaceus
9164,Vireo philadelphicus
9165,Vireo solitarius
9166,Ardea herodias
9167,Botaurus lentiginosus
9168,Nycticorax nycticorax
9169,Pelecanus erythrorhynchos
9170,Colaptes auratus
9171,Dryocopus pileatus
9172,Melanerpes erythrocephalus
9173,Picoides arcticus
9174,Picoides pubescens
9175,Picoides tridactylus
9176,Picoides villosus
9177,Sphyrapicus varius
9178,Podiceps auritus
9179,Podiceps grisegena
9180,Podilymbus podiceps
9181,Aegolius acadicus
9182,Aegolius funereus
9183,Asio flammeus
9184,Asio otus
9185,Bubo virginianus
9186,Nyctea scandiaca
9187,Strix varia
9188,Surnia ulula
9189,Phalacrocorax auritus
9190,Storeria occipitomaculata occipitomaculata
9191,Thamnophis sirtalis sirtalis
9192,Chrysemys picta bellii
9193,Bufo americanus americanus
9194,Pseudacris crucifer crucifer
9195,Pseudacris maculata
9196,Rana clamitans melanota
9197,Rana septentrionalis
9198,Rana sylvatica
9199,Ambystoma laterale
9200,Notophthalmus viridescens louisianensis
9201,Ovis canadensis nelsoni
9202,Odocoileus hemionus
9203,Canis latrans
9204,Urocyon cinereoargenteus
9205,Vulpes macrotis
9206,Lynx rufus
9207,Puma concolor
9208,Spilogale gracilis
9209,Mustela frenata
9210,Taxidea taxus
9211,Bassariscus astutus
9212,Ursus americanus
9213,Eumops perotis
9214,Macrotus californicus
9215,Antrozous pallidus
9216,Corynorhinus townsendii
9217,Eptesicus fuscus
9218,Euderma maculatum
9219,Lasiurus cinereus
9220,Lasiurus xanthinus
9221,Myotis californicus
9222,Myotis thysanodes
9223,Myotis volans
9224,Pipistrellus hesperus
9225,Lepus californicus
9226,Sylvilagus audubonii
9227,Neotoma albigula
9228,Neotoma fuscipes
9229,Neotoma lepida
9230,Onychomys torridus
9231,Peromyscus boylii
9232,Peromyscus californicus
9233,Peromyscus crinitus
9234,Peromyscus eremicus
9235,Peromyscus maniculatus
9236,Peromyscus truei
9237,Reithrodontomys megalotis
9238,Thomomys bottae
9239,Chaetodipus californicus
9240,Chaetodipus fallax
9241,Chaetodipus formosus
9242,Chaetodipus penicillatus
9243,Chaetodipus spinatus
9244,Dipodomys deserti
9245,Dipodomys merriami
9246,Dipodomys microps
9247,Perognathus longimembris
9248,Mus musculus
9249,Rattus rattus
9250,Ammospermophilus leucurus
9251,Spermophilus beecheyi
9252,Spermophilus tereticaudus
9253,Tamias obscurus
9254,Notiosorex crawfordi
9255,Setophaga occidentalis
9256,Accipiter cooperii
9257,Accipiter striatus
9258,Aquila chrysaetos
9259,Buteo jamaicensis
9260,Buteo lagopus
9261,Buteo platypterus
9262,Buteo regalis
9263,Buteo swainsoni
9264,Circus cyaneus
9265,Cathartes aura
9266,Pandion haliaetus
9267,Aix sponsa
9268,Anas acuta
9269,Anas americana
9270,Anas clypeata
9271,Anas crecca
9272,Anas cyanoptera
9273,Anas discors
9274,Anas platyrhynchos
9275,Anas strepera
9276,Aythya affinis
9277,Aythya americana
9278,Aythya collaris
9279,Aythya valisineria
9280,Branta canadensis
9281,Bucephala albeola
9282,Chen caerulescens
9283,Lophodytes cucullatus
9284,Melanitta fusca
9285,Mergus serrator
9286,Oxyura jamaicensis
9287,Aeronautes saxatalis
9288,Chaetura vauxi
9289,Archilochus alexandri
9290,Calypte anna
9291,Calypte costae
9292,Selasphorus rufus
9293,Selasphorus sasin
9294,Stellula calliope
9295,Chordeiles acutipennis
9296,Chordeiles minor
9297,Phalaenoptilus nuttallii
9298,Charadrius vociferus
9299,Himantopus mexicanus
9300,Recurvirostra americana
9301,Actitis macularius
9302,Calidris mauri
9303,Calidris minutilla
9304,Gallinago gallinago
9305,Limnodromus scolopaceus
9306,Phalaropus lobatus
9307,Phalaropus tricolor
9308,Tringa melanoleuca
9309,Tringa solitaria
9310,Columba livia
9311,Columbina passerina
9312,Zenaida asiatica
9313,Zenaida macroura
9314,Megaceryle alcyon
9315,Coccyzus americanus
9316,Geococcyx californianus
9317,Falco columbarius
9318,Falco mexicanus
9319,Falco sparverius
9320,Callipepla gambelii
9321,Oreortyx pictus
9322,Alectoris chukar
9323,Gavia immer
9324,Fulica americana
9325,Gallinula galeata
9326,Porzana carolina
9327,Rallus limicola
9328,Psaltriparus minimus
9329,Eremophila alpestris
9330,Bombycilla cedrorum
9331,Cardinalis sinuatus
9332,Passerina amoena
9333,Passerina caerulea
9334,Passerina cyanea
9335,Pheucticus ludovicianus
9336,Pheucticus melanocephalus
9337,Piranga ludoviciana
9338,Piranga rubra
9339,Aphelocoma californica
9340,Corvus corax
9341,Cyanocitta stelleri
9342,Gymnorhinus cyanocephalus
9343,Nucifraga columbiana
9344,Aimophila ruficeps
9345,Ammodramus savannarum
9346,Amphispiza belli
9347,Amphispiza bilineata
9348,Calamospiza melanocorys
9349,Chondestes grammacus
9350,Junco hyemalis
9351,Melospiza lincolnii
9352,Melospiza melodia
9353,Melozone aberti
9354,Melozone crissalis
9355,Passerculus sandwichensis
9356,Passerella iliaca
9357,Pipilo chlorurus
9358,Pipilo maculatus
9359,Pooecetes gramineus
9360,Spizella atrogularis
9361,Spizella breweri
9362,Spizella passerina
9363,Zonotrichia albicollis
9364,Zonotrichia atricapilla
9365,Zonotrichia leucophrys
9366,Zonotrichia querula
9367,Carpodacus cassinii
9368,Carpodacus mexicanus
9369,Carpodacus purpureus
9370,Coccothraustes vespertinus
9371,Loxia curvirostra
9372,Spinus lawrencei
9373,Spinus pinus
9374,Spinus psaltria
9375,Spinus tristis
9376,Hirundo rustica
9377,Petrochelidon pyrrhonota
9378,Progne subis
9379,Stelgidopteryx serripennis
9380,Tachycineta bicolor
9381,Tachycineta thalassina
9382,Agelaius phoeniceus
9383,Euphagus cyanocephalus
9384,Icterus bullockii
9385,Icterus cucullatus
9386,Icterus galbula
9387,Icterus parisorum
9388,Molothrus ater
9389,Quiscalus mexicanus
9390,Sturnella neglecta
9391,Xanthocephalus xanthocephalus
9392,Lanius ludovicianus
9393,Mimus polyglottos
9394,Oreoscoptes montanus
9395,Toxostoma bendirei
9396,Toxostoma crissale
9397,Toxostoma lecontei
9398,Toxostoma redivivum
9399,Toxostoma rufum
9400,Anthus rubescens
9401,Baeolophus inornatus
9402,Poecile gambeli
9403,Cardellina canadensis
9404,Cardellina pusilla
9405,Cardellina rubrifrons
9406,Geothlypis tolmiei
9407,Geothlypis trichas
9408,Icteria virens
9409,Mniotilta varia
9410,Myioborus pictus
9411,Oreothlypis celata
9412,Oreothlypis luciae
9413,Oreothlypis ruficapilla
9414,Oreothlypis virginiae
9415,Parkesia motacilla
9416,Seiurus aurocapilla
9417,Setophaga caerulescens
9418,Setophaga citrina
9419,Setophaga coronata
9420,Setophaga nigrescens
9421,Setophaga palmarum
9422,Setophaga pensylvanica
9423,Setophaga petechia
9424,Setophaga ruticilla
9425,Setophaga townsendi
9426,Passer domesticus
9427,Polioptila caerulea
9428,Polioptila melanura
9429,Phainopepla nitens
9430,Regulus calendula
9431,Regulus satrapa
9432,Auriparus flaviceps
9433,Sitta canadensis
9434,Sitta carolinensis
9435,Sitta pygmaea
9436,Sturnus vulgaris
9437,Campylorhynchus brunneicapillus
9438,Catherpes mexicanus
9439,Cistothorus palustris
9440,Salpinctes obsoletus
9441,Thryomanes bewickii
9442,Troglodytes aedon
9443,Troglodytes hiemalis
9444,Catharus guttatus
9445,Catharus ustulatus
9446,Ixoreus naevius
9447,Myadestes townsendi
9448,Sialia currucoides
9449,Sialia mexicana
9450,Turdus migratorius
9451,Contopus cooperi
9452,Contopus sordidulus
9453,Empidonax difficilis
9454,Empidonax hammondii
9455,Empidonax oberholseri
9456,Empidonax traillii
9457,Empidonax wrightii
9458,Myiarchus cinerascens
9459,Pyrocephalus rubinus
9460,Sayornis nigricans
9461,Sayornis saya
9462,Tyrannus verticalis
9463,Tyrannus vociferans
9464,Vireo bellii
9465,Vireo cassinii
9466,Vireo gilvus
9467,Vireo huttoni
9468,Vireo vicinior
9469,Ardea alba
9470,Ardea herodias
9471,Botaurus lentiginosus
9472,Butorides virescens
9473,Egretta thula
9474,Nycticorax nycticorax
9475,Pelecanus erythrorhynchos
9476,Plegadis chihi
9477,Plegadis falcinellus
9478,Colaptes auratus
9479,Colaptes chrysoides
9480,Melanerpes formicivorus
9481,Melanerpes lewis
9482,Melanerpes uropygialis
9483,Picoides albolarvatus
9484,Picoides nuttallii
9485,Picoides scalaris
9486,Picoides villosus
9487,Sphyrapicus nuchalis
9488,Sphyrapicus ruber
9489,Sphyrapicus thyroideus
9490,Sphyrapicus varius
9491,Aechmophorus occidentalis
9492,Podiceps nigricollis
9493,Podilymbus podiceps
9494,Aegolius acadicus
9495,Asio flammeus
9496,Asio otus
9497,Athene cunicularia
9498,Bubo virginianus
9499,Megascops kennicottii
9500,Tyto alba
9501,Coluber flagellum piceus
9502,Coluber lateralis lateralis
9503,Hypsiglena chlorophaea deserticola
9504,Plestiodon gilberti rubricaudatus
9505,Rena humilis cahuilae
9506,Rena humilis humilis
9507,Elgaria multicarinata webbii
9508,Anniella pulchra
9509,Lichanura trivirgata
9510,Arizona elegans
9511,Arizona elegans candida
9512,Arizona elegans eburnata
9513,Chionactis occipitalis
9514,Lampropeltis californiae
9515,Phyllorhynchus decurtatus
9516,Pituophis catenifer
9517,Pituophis catenifer affinis
9518,Pituophis catenifer deserticola
9519,Rhinocheilus lecontei
9520,Salvadora hexalepis
9521,Salvadora hexalepis hexalepis
9522,Salvadora hexalepis mojavensis
9523,Tantilla hobartsmithi
9524,Trimorphodon lyropanes
9525,Coleonyx variegatus
9526,Callisaurus draconoides
9527,Crotaphytus bicinctores
9528,Dipsosaurus dorsalis
9529,Gambelia wislizenii
9530,Phrynosoma blainvillii
