,Park Name,Category,Order,Family,Scientific Name,Common Names
9711,Katmai National Park & Preserve,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler
9712,Katmai National Park & Preserve,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler
9713,Katmai National Park & Preserve,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush
9714,Katmai National Park & Preserve,Bird,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler
9715,Katmai National Park & Preserve,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler
9716,Katmai National Park & Preserve,Bird,Passeriformes,Phylloscopidae,Phylloscopus borealis,Arctic Warbler
9717,Katmai National Park & Preserve,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet
9718,Katmai National Park & Preserve,Bird,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet
9719,Katmai National Park & Preserve,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch
9720,Katmai National Park & Preserve,Bird,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren
9721,Katmai National Park & Preserve,Bird,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush
9722,Katmai National Park & Preserve,Bird,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush
9723,Katmai National Park & Preserve,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush
9724,Katmai National Park & Preserve,Bird,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush
9725,Katmai National Park & Preserve,Bird,Passeriformes,Turdidae,Turdus migratorius,American Robin
9726,Katmai National Park & Preserve,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher
9727,Katmai National Park & Preserve,Bird,Passeriformes,Tyrannidae,Empidonax alnorum,Alder Flycatcher
9728,Katmai National Park & Preserve,Bird,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe
9729,Katmai National Park & Preserve,Bird,Piciformes,Picidae,Colaptes auratus,Northern Flicker
9730,Katmai National Park & Preserve,Bird,Piciformes,Picidae,Picoides dorsalis,American Three-Toed Woodpecker
9731,Katmai National Park & Preserve,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker
9732,Katmai National Park & Preserve,Bird,Piciformes,Picidae,Picoides tridactylus,Three-Toed Woodpecker
9733,Katmai National Park & Preserve,Bird,Podicipediformes,Podicipedidae,Podiceps auritus,Horned Grebe
9734,Katmai National Park & Preserve,Bird,Podicipediformes,Podicipedidae,Podiceps grisegena,Red-Necked Grebe
9735,Katmai National Park & Preserve,Bird,Procellariiformes,Hydrobatidae,Oceanodroma furcata,Fork-Tailed Storm-Petrel
9736,Katmai National Park & Preserve,Bird,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl
9737,Katmai National Park & Preserve,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl
9738,Katmai National Park & Preserve,Bird,Strigiformes,Strigidae,Bubo scandiacus,Snowy Owl
9739,Katmai National Park & Preserve,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl
9740,Katmai National Park & Preserve,Bird,Strigiformes,Strigidae,Strix nebulosa,Great Gray Owl
9741,Katmai National Park & Preserve,Bird,Strigiformes,Strigidae,Surnia ulula,Northern Hawk Owl
9742,Katmai National Park & Preserve,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant
9743,Katmai National Park & Preserve,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax pelagicus,Pelagic Cormorant
9744,Katmai National Park & Preserve,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax urile,Red-Faced Cormorant
9745,Katmai National Park & Preserve,Amphibian,Anura,Ranidae,Rana sylvatica,Wood Frog
9746,Kenai Fjords National Park,Mammal,Artiodactyla,Bovidae,Oreamnos americanus,Mountain Goat
9747,Kenai Fjords National Park,Mammal,Artiodactyla,Cervidae,Alces alces,Moose
9748,Kenai Fjords National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote
9749,Kenai Fjords National Park,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf
9750,Kenai Fjords National Park,Mammal,Carnivora,Mustelidae,Enhydra lutris,Sea Otter
9751,Kenai Fjords National Park,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine
9752,Kenai Fjords National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,Northern River Otter
9753,Kenai Fjords National Park,Mammal,Carnivora,Mustelidae,Martes americana,American Marten
9754,Kenai Fjords National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,"Ermine, Short-Tailed Weasel"
9755,Kenai Fjords National Park,Mammal,Carnivora,Mustelidae,Mustela vison,Mink
9756,Kenai Fjords National Park,Mammal,Carnivora,Otariidae,Eumetopias jubatus,"Northern Sea Lion, Sea Lion, Steller's Sea Lion"
9757,Kenai Fjords National Park,Mammal,Carnivora,Phocidae,Phoca vitulina,Harbor Seal
9758,Kenai Fjords National Park,Mammal,Carnivora,Ursidae,Ursus americanus,Black Bear
9759,Kenai Fjords National Park,Mammal,Carnivora,Ursidae,Ursus arctos,Brown Bear
9760,Kenai Fjords National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera acutorostrata,Minke Whale
9761,Kenai Fjords National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera physalus,Fin Whale
9762,Kenai Fjords National Park,Mammal,Cetacea,Balaenopteridae,Megaptera novaeangliae,Humpback Whale
9763,Kenai Fjords National Park,Mammal,Cetacea,Delphinidae,Orcinus orca,"Killer Whale, Orca"
9764,Kenai Fjords National Park,Mammal,Cetacea,Eschrichtiidae,Eschrichtius robustus,Gray Whale
9765,Kenai Fjords National Park,Mammal,Cetacea,Phocoenidae,Phocoena phocoena,Harbor Porpoise
9766,Kenai Fjords National Park,Mammal,Cetacea,Phocoenidae,Phocoenoides dalli,Dall's Porpoise
9767,Kenai Fjords National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare
9768,Kenai Fjords National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver
9769,Kenai Fjords National Park,Mammal,Rodentia,Cricetidae,Clethrionomys rutilus,"Northern Red-Backed Vole, Tundra Red-Backed Vole"
9770,Kenai Fjords National Park,Mammal,Rodentia,Cricetidae,Microtus oeconomus,Tundra Vole
9771,Kenai Fjords National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,Porcupine
9772,Kenai Fjords National Park,Mammal,Rodentia,Sciuridae,Marmota caligata,Hoary Marmot
9773,Kenai Fjords National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel
9774,Kenai Fjords National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,Masked Shrew
9775,Kenai Fjords National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,"Dusky Shrew, Montane Shrew"
9776,Kenai Fjords National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk
9777,Kenai Fjords National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk
9778,Kenai Fjords National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle
9779,Kenai Fjords National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk
9780,Kenai Fjords National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier
9781,Kenai Fjords National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle
9782,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas acuta,Northern Pintail
9783,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon
9784,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler
9785,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal
9786,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas penelope,Eurasian Wigeon
9787,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas platyrhynchos,Mallard
9788,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anas strepera,Gadwall
9789,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Anser albifrons,Greater White-Fronted Goose
9790,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck
9791,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Aythya marila,Greater Scaup
9792,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Aythya valisineria,Canvasback
9793,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Branta bernicla,Brant
9794,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Branta canadensis,Canada Goose
9795,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Bucephala albeola,Bufflehead
9796,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye
9797,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Bucephala islandica,Barrow's Goldeneye
9798,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Clangula hyemalis,Long-Tailed Duck
9799,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan
9800,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Cygnus columbianus,"Tundra Swan, Whistling Swan"
9801,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Histrionicus histrionicus,Harlequin Duck
9802,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Mergus merganser,Common Merganser
9803,Kenai Fjords National Park,Bird,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser
9804,Kenai Fjords National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird
9805,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Brachyramphus brevirostris,Kittlitz's Murrelet
9806,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Brachyramphus marmoratus,Marbled Murrelet
9807,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Cepphus columba,Pigeon Guillemot
9808,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Fratercula cirrhata,Tufted Puffin
9809,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Fratercula corniculata,Horned Puffin
9810,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Uria aalge,Common Murre
9811,Kenai Fjords National Park,Bird,Charadriiformes,Alcidae,Uria lomvia,Thick-Billed Murre
9812,Kenai Fjords National Park,Bird,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover
9813,Kenai Fjords National Park,Bird,Charadriiformes,Charadriidae,Pluvialis dominica,American Golden-Plover
9814,Kenai Fjords National Park,Bird,Charadriiformes,Charadriidae,Pluvialis squatarola,Black-Bellied Plover
9815,Kenai Fjords National Park,Bird,Charadriiformes,Haematopodidae,Haematopus bachmani,Black Oystercatcher
9816,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Larus argentatus,Herring Gull
9817,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Larus canus,Mew Gull
9818,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Larus glaucescens,Glaucous-Winged Gull
9819,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Larus hyperboreus,Glaucous Gull
9820,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull
9821,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Larus ridibundus,"Black-Headed Gull, Common Black-Headed Gull"
9822,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Rissa tridactyla,Black-Legged Kittiwake
9823,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Sterna aleutica,Aleutian Tern
9824,Kenai Fjords National Park,Bird,Charadriiformes,Laridae,Sterna paradisaea,Arctic Tern
9825,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Actitis macularia,Spotted Sandpiper
9826,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Aphriza virgata,Surfbird
9827,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Arenaria interpres,Ruddy Turnstone
9828,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Arenaria melanocephala,Black Turnstone
9829,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Calidris alpina,Dunlin
9830,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Calidris mauri,Western Sandpiper
9831,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper
9832,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper
9833,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Calidris ptilocnemis,Rock Sandpiper
9834,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper
9835,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe
9836,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Heteroscelus incanus,Wandering Tattler
9837,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Limnodromus griseus,Short-Billed Dowitcher
9838,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit
9839,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel
9840,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus fulicaria,Red Phalarope
9841,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-Necked Phalarope
9842,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs
9843,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs
9844,Kenai Fjords National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper
9845,Kenai Fjords National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius parasiticus,Parasitic Jaeger
9846,Kenai Fjords National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher
9847,Kenai Fjords National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin
9848,Kenai Fjords National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon
9849,Kenai Fjords National Park,Bird,Falconiformes,Falconidae,Falco peregrinus pealei,Peale's Peregrine Falcon
9850,Kenai Fjords National Park,Bird,Falconiformes,Falconidae,Falco rusticolus,Gyrfalcon
9851,Kenai Fjords National Park,Bird,Galliformes,Phasianidae,Falcipennis canadensis,Spruce Grouse
9852,Kenai Fjords National Park,Bird,Galliformes,Phasianidae,Lagopus lagopus,Willow Ptarmigan
9853,Kenai Fjords National Park,Bird,Galliformes,Phasianidae,Lagopus leucura,White-Tailed Ptarmigan
9854,Kenai Fjords National Park,Bird,Galliformes,Phasianidae,Lagopus muta,Rock Ptarmigan
9855,Kenai Fjords National Park,Bird,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane
9856,Kenai Fjords National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing
9857,Kenai Fjords National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting
9858,Kenai Fjords National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper
9859,Kenai Fjords National Park,Bird,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper
9860,Kenai Fjords National Park,Bird,Passeriformes,Corvidae,Corvus caurinus,Northwestern Crow
9861,Kenai Fjords National Park,Bird,Passeriformes,Corvidae,Corvus corax,"Common Raven, Raven"
9862,Kenai Fjords National Park,Bird,Passeriformes,Corvidae,Cyanocitta stelleri,Steller's Jay
9863,Kenai Fjords National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay
9864,Kenai Fjords National Park,Bird,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie
9865,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco
9866,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow
9867,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow
9868,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow
9869,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow
9870,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow
9871,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow
9872,Kenai Fjords National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow
9873,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll
9874,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin
9875,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Fringilla montifringilla,Brambling
9876,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch
9877,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill
9878,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill
9879,Kenai Fjords National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak
9880,Kenai Fjords National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow
9881,Kenai Fjords National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow
9882,Kenai Fjords National Park,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow
9883,Kenai Fjords National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird
9884,Kenai Fjords National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike
9885,Kenai Fjords National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, Water Pipit"
9886,Kenai Fjords National Park,Bird,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee
9887,Kenai Fjords National Park,Bird,Passeriformes,Paridae,Poecile hudsonica,Boreal Chickadee
9888,Kenai Fjords National Park,Bird,Passeriformes,Paridae,Poecile rufescens,Chestnut-Backed Chickadee
9889,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler
9890,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler
9891,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler
9892,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler
9893,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush
9894,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler
9895,Kenai Fjords National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler
9896,Kenai Fjords National Park,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet
9897,Kenai Fjords National Park,Bird,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet
9898,Kenai Fjords National Park,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch
9899,Kenai Fjords National Park,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling
9900,Kenai Fjords National Park,Bird,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren
9901,Kenai Fjords National Park,Bird,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush
9902,Kenai Fjords National Park,Bird,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush
9903,Kenai Fjords National Park,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush
9904,Kenai Fjords National Park,Bird,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush
9905,Kenai Fjords National Park,Bird,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire
9906,Kenai Fjords National Park,Bird,Passeriformes,Turdidae,Turdus migratorius,American Robin
9907,Kenai Fjords National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher
9908,Kenai Fjords National Park,Bird,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee
9909,Kenai Fjords National Park,Bird,Passeriformes,Tyrannidae,Empidonax alnorum,Alder Flycatcher
9910,Kenai Fjords National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron
9911,Kenai Fjords National Park,Bird,Piciformes,Picidae,Colaptes auratus,Northern Flicker
9912,Kenai Fjords National Park,Bird,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker
9913,Kenai Fjords National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker
9914,Kenai Fjords National Park,Bird,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker
9915,Kenai Fjords National Park,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl
9916,Kenai Fjords National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant
9917,Kenai Fjords National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax pelagicus,Pelagic Cormorant
9918,Kenai Fjords National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax urile,Red-Faced Cormorant
9919,Kobuk Valley National Park,Mammal,Artiodactyla,Bovidae,Ovibos moschatus,Muskox
9920,Kobuk Valley National Park,Mammal,Artiodactyla,Cervidae,Alces alces,Moose
9921,Kobuk Valley National Park,Mammal,Artiodactyla,Cervidae,Rangifer tarandus,Caribou
9922,Kobuk Valley National Park,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf"
9923,Kobuk Valley National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox
9924,Kobuk Valley National Park,Mammal,Carnivora,Felidae,Lynx canadensis,Lynx
9925,Kobuk Valley National Park,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine
9926,Kobuk Valley National Park,Mammal,Carnivora,Mustelidae,Mustela nivalis,Least Weasel
9927,Kobuk Valley National Park,Mammal,Carnivora,Mustelidae,Mustela vison,Mink
9928,Kobuk Valley National Park,Mammal,Carnivora,Ursidae,Ursus americanus,"American Black Bear, Black Bear"
9929,Kobuk Valley National Park,Mammal,Carnivora,Ursidae,Ursus arctos,"Brown Bear, Grizzly Bear"
9930,Kobuk Valley National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare
9931,Kobuk Valley National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver
9932,Kobuk Valley National Park,Mammal,Rodentia,Cricetidae,Clethrionomys rutilus,"Northern Red-Backed Vole, Red-Backed Vole"
9933,Kobuk Valley National Park,Mammal,Rodentia,Cricetidae,Dicrostonyx groenlandicus,Collared Lemming
9934,Kobuk Valley National Park,Mammal,Rodentia,Cricetidae,Lemmus trimucronatus,Brown Lemming
9935,Kobuk Valley National Park,Mammal,Rodentia,Cricetidae,Microtus miurus,Singing Vole
9936,Kobuk Valley National Park,Mammal,Rodentia,Cricetidae,Microtus oeconomus,Tundra Vole
9937,Kobuk Valley National Park,Mammal,Rodentia,Cricetidae,Microtus xanthognathus,"Taiga Vole, Yellow-Cheeked Vole"
9938,Kobuk Valley National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,Porcupine
9939,Kobuk Valley National Park,Mammal,Rodentia,Sciuridae,Spermophilus parryii,Arctic Ground Squirrel
9940,Kobuk Valley National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel
9941,Kobuk Valley National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,"Cinereus Shrew, Common Shrew, Masked Shrew"
9942,Kobuk Valley National Park,Mammal,Soricomorpha,Soricidae,Sorex hoyi,Pygmy Shrew
9943,Kobuk Valley National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,"Dusky Shrew, Montane Shrew"
9944,Kobuk Valley National Park,Mammal,Soricomorpha,Soricidae,Sorex tundrensis,Tundra Shrew
9945,Kobuk Valley National Park,Mammal,Soricomorpha,Soricidae,Sorex ugyunak,Barren Ground Shrew
9946,Kobuk Valley National Park,Mammal,Soricomorpha,Soricidae,Sorex yukonicus,Tiny Shrew
9947,Kobuk Valley National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,"Goshawk, Northern Goshawk"
9948,Kobuk Valley National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk
9949,Kobuk Valley National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle
9950,Kobuk Valley National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk
9951,Kobuk Valley National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,"Marsh Hawk, Northern Harrier"
9952,Kobuk Valley National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey
9953,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Anas acuta,Northern Pintail
9954,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon
9955,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Anas clypeata,"Northern Shoveler, Shoveler"
9956,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal
9957,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Anas platyrhynchos,Mallard
9958,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Anser albifrons,"Greater White-Fronted Goose, White-Fronted Goose"
9959,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup
9960,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Aythya marila,Greater Scaup
9961,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Aythya valisineria,Canvasback
9962,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Branta canadensis,Canada Goose
9963,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Chen caerulescens,Snow Goose
9964,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Clangula hyemalis,Oldsquaw
9965,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Cygnus columbianus,"Tundra Swan, Whistling Swan"
9966,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Histrionicus histrionicus,Harlequin Duck
9967,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Melanitta nigra,"Black Scoter, Common Scoter"
9968,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Melanitta perspicillata,Surf Scoter
9969,Kobuk Valley National Park,Bird,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser
9970,Kobuk Valley National Park,Bird,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover
9971,Kobuk Valley National Park,Bird,Charadriiformes,Charadriidae,Pluvialis dominica,"American Golden-Plover, Lesser Golden-Plover"
9972,Kobuk Valley National Park,Bird,Charadriiformes,Laridae,Larus argentatus,Herring Gull
9973,Kobuk Valley National Park,Bird,Charadriiformes,Laridae,Larus canus,Mew Gull
9974,Kobuk Valley National Park,Bird,Charadriiformes,Laridae,Larus hyperboreus,Glaucous Gull
